index,aid,code,source,target,eventtext,sentence,sentence_id
386,23887704,046,President Moshe Katsav [ISRGOV].,bleached stone walls.,spoke ... between.,"President Moshe Katsav spoke from a podium set in the angle between bleached stone walls bearing stark , black plaques ..",50
387,23887704,010,President <PRESIDENT> Katsav [*1*GOV].,the ... great ones.,.,"`` Here on the hill of remembrance , '' President Katsav proclaimed `` lie the buried heroes of Israel , the great ones of Israel , and it is here that the government decided to put up a memorial to the victims of enmity and terror . ''.",53
388,23887704,060,.,respect.,give.,"`` They died for the country , and so we give them that respect . ''.",59
389,23887704,190,.,The ... country.,died.,"`` They died for the country , and so we give them that respect . ''.",59
390,23887704,010,Psychologists.,the death.,say.,Psychologists say the death and the attention often increase the relatives ' political awareness ..,62
391,23887704,010,Mr. Roth.,family.,.,Mr. Roth said he and his family had `` absolutely zero interest in politics '' before his daughter 's death ..,67
392,23887704,121,.,a ... damn.,do.,I do not care about the political process ; I do not give a damn about the Palestinians ' grievances . ''.,73
393,23887704,050,man <MORDECHAI> <HAFSADI> ... a <SOFT-SPOKEN> <MAN> [*1*PPL].,the left-leaning Labor Party.,has supported.,"Mordechai Hafsadi , a soft-spoken man , has supported the left-leaning Labor Party all his life ..",74
394,23887704,050,man <MORDECHAI> <HAFSADI> ... a <SOFT-SPOKEN> <MAN> [*1*PPL].,life.,has supported.,"Mordechai Hafsadi , a soft-spoken man , has supported the left-leaning Labor Party all his life ..",74
395,23887704,171,government ... the <GOVERNMENT> [*3*GOV].,the ... correct action.,had taken.,"Now , after the death of his son , he raises a clenched fist as he says  `` If the government had taken the correct action back then -- if they had done then what they are doing now in the territories , then his death could have been averted ..",75
396,23887704,010,mother <MOTHER> ... Nili Hafsadi [*3*CVL].,tears.,said.,"`` Nir was a special boy ; he was a good , honest , humble , beautiful boy , '' his mother , Nili Hafsadi , said through tears ..",84
397,23887704,180,.,anyone.,hurt.,`` He never hurt anyone in his life ..,85
398,23887704,010,People <PEOPLE> [*1*PPL].,beautiful things.,called ... say.,People always called to say beautiful things about him ..,86
399,23887704,190,black mourning dress.,.,hangs.,"Mrs. Hafsadi said she had lost 45 pounds , and her black mourning dress hangs on her like a bed sheet ..",96
400,23887704,017,the.,the.,have ... comforted.,"For as long as Jews have lived and died here , the bereaved have comforted themselves with the hope  May this death be the last for Israel ..",116
401,23887704,190,New deaths.,hope.,overtake.,New deaths quickly overtake hope ..,118
402,23887704,112,Mr. Bartov.,parents <PARENTS> [*2*CVL].,said ... died.,Mr. Bartov said his parents `` died for a national cause . ''.,120
403,23887704,190,people <PEOPLE> [*1*PPL].,the good.,die.,`` So many people die for the good of Israel ..,122
404,23887704,1831,a ... suicide bombing.,a.,dies in <{SUICIDE> <BOMBING}>.,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> After a loved one dies in a suicide bombing in Israel , the survivors become a national concern ..",124
405,23887704,190,Netanya.,parents <MOSHE> <BARTOV> <PARENTS> [*1*CVL].,<*1*CVL> ... killed in <*2*>.,"Moshe Bartov 's parents were killed in Netanya ; Aviva Raziel 's daughter Michal died along with her best friend , Malki Roth ..",125
406,23887704,190,Aviva Raziel ... daughter.,best friend ... Malki Roth.,died.,"Moshe Bartov 's parents were killed in Netanya ; Aviva Raziel 's daughter Michal died along with her best friend , Malki Roth ..",125
407,23828465,190,the neck.,Mr. Colbert.,<*1*> ... shot ... in <*2*>.,"Mr. Colbert was shot once in the neck when , the police said , he put his car in reverse and tried to drive away as Irvington Police Officer William Mildon sought to question him outside a convenience store at 18th Avenue and 22nd Street here ..",3
408,23828465,171,Mr. Colbert.,fiancee ... daughters.,was taking.,Mr. Colbert was taking his fiancee 's two daughters to school when the shooting occurred ..,4
409,23828465,100,police ... the police [*1*COP].,a ... warrant.,had issued ... warrant.,The police had issued a warrant for Mr. Colbert 's arrest after he was involved in a prior incident with the police on April 14 ..,6
410,23828465,040,Officer Franks.,car.,was approaching.,"Officer Franks was approaching his car when Mr. Colbert drove off , and the car bumped the officer , who was not seriously hurt ..",8
411,23828465,090,prosecutor ... the <ESSEX> <COUNTY> <PROSECUTOR> <OFFICE> [*1*JUD].,The ... Colbert shooting.,is investigating.,"The Essex County prosecutor 's office is investigating the Colbert shooting , and will present its findings to a grand jury ..",13
412,23828465,033,The United States [USA].,The ... investigation.,has volunteered ... help.,The United States Justice Department has volunteered to help in the investigation ..,14
413,23828465,08,A grand jury.,Officer Mildon.,cleared.,A grand jury cleared Officer Mildon of any wrongdoing ..,17
414,23828465,020,Mayor <MAYOR> Bost [*1*GOV].,the Justice Department.,reiterated ... had asked.,"Mayor Bost reiterated that she had asked the Justice Department to review Monday 's shooting , as well as departmental policies , to determine how similar incidents can be avoided and how relations between the department and the community can be improved ..",21
415,23828465,010,Mr. Colbert ... half-brother ... Willie Humbert.,an interview.,said.,"Mr. Colbert 's half-brother , Willie Humbert , said in an interview that his brother was `` a loving man '' who never would have intentionally harmed Officer Mildon ..",25
416,23828465,010,.,family.,.,He said his family has retained a lawyer to look into filing a wrongful death lawsuit ..,26
417,22563042,190,police ... the <POLICE> [*1*COP].,the ... rallies.,moved ... break.,"In each case , the police quickly moved in to break up the rallies ..",1
418,22563042,192,an effort.,police ... the <POLICE> [*1*COP].,<*1*COP> ... deployed <POLICE>.,"The police had been deployed in force in an effort to discourage the protests , which were called to counter Government May Day parades ..",3
419,22563042,192,force.,police ... the <POLICE> [*1*COP].,<*1*COP> ... deployed <POLICE>.,"The police had been deployed in force in an effort to discourage the protests , which were called to counter Government May Day parades ..",3
420,22563042,041,Solidarity ... underground leadership committee.,The protests.,<*1*> ... called by <*2*>.,The protests had been called by Solidarity 's underground leadership committee ..,7
421,22563042,012,Cracow [POL].,Clashes.,<*1*> ... reported <CLASHES>.,"Clashes were also reported in Cracow , Szczecin , Gdynia and other cities ..",11
422,22563042,010,Mr. Walesa.,this evening.,said.,"`` I am very happy , '' Mr. Walesa said of the demonstrations in a telephone interview this evening from his home in Gdansk ..",15
423,22563042,010,Mr. Walesa.,last month.,announced.,"Mr. Walesa , who was released in November from 11 months of internment , announced last month that he had met secretly with the fugitive Solidarity committee members and had agreed with them on a joint strategy for today 's demonstrations ..",17
424,22563042,030,General Jaruzelski.,a ... real possibility  for   lifting  martial law.,will.,"In his speech , General Jaruzelski said , `` If in the coming days and months there are no disturbances and peace is consolidated , there will be a real possibility for lifting martial law and adopting follow-up actions . ''.",19
425,22563042,175,police ... the <POLICE> [*1*COP].,a water cannon.,used <&WEAPON>.,The police used a water cannon to drive them away ..,29
426,22563042,190,police ... the <POLICE> <ARMORED> <VEHICLES> [*1*COP].,the ... Old Town district.,surrounded.,"In Warsaw , where red banners were hung for the official commemoration of the workers ' holiday , the police and armored vehicles surrounded the Old Town district early this morning ..",30
427,22563042,190,police ... the <POLICE> <ARMORED> <VEHICLES> [*1*COP].,this morning.,surrounded.,"In Warsaw , where red banners were hung for the official commemoration of the workers ' holiday , the police and armored vehicles surrounded the Old Town district early this morning ..",30
428,22563042,190,the buildings.,Solidarity Flags Hung Red ... white Solidarity flags.,<*1*> ... Hung ... from <*2*>.,"Solidarity Flags Hung Red and white Solidarity flags were also hung from the buildings , along with red bunting for the official celebrations ..",33
429,22563042,194,water cannons.,both ends.,"<['OPENED',> <'UP',> <'-> <&WEAPON> <*>                                           <[194]>         <#> <LAUNCH']>.","When it did not move , water cannons opened up from both ends of the narrow street , sending jets of blue-dyed water cascading through the crowd ..",37
430,22563042,173,authorities <AUTHORITIES> [*2*GOV].,An NBC News televsion crew.,<*1*> ... detained by <*2*GOV>.,An NBC News televsion crew was detained by authorities for two hours and all of their videotapes of the protests in Old Town confiscated ..,40
431,22563042,171,Other photographers.,equipment.,seized.,Other photographers were turned away from the area or had their equipment seized ..,41
432,22563042,010,President Reagan [USAGOV].,today.,said.,"-- Reagan Supports Solidarity WASHINGTON , May 1 -LRB- Reuters -RRB- - President Reagan said in a statement today that the United States would continue to support the efforts of the Polish people and the outlawed Solidarity movement to restore human rights in Poland ..",46
433,22563042,020,Mr. Reagan.,an ... offer.,repeated ... offer.,"Mr. Reagan , in a message read to a rally in support of Solidarity in Washington , repeated an offer to help Poland solve its economic problems if the Government took meaningful liberalization measures ..",47
434,22563042,051,.,the courage.,salute.,"`` We salute the courage of the Poles who daily face intimidation and harassment , '' the statement said ..",51
435,22563042,060,heroic resistance.,an ... inspiring display.,serves.,`` Their heroic resistance to their Government 's attempts to suppress Solidarity serves as an inspiring display of the indomitable desire for freedom in the hearts of men and women everywhere . ''.,52
