v1,id_string,story_date,year,month,day,source,source_root,source_agent,source_others,target,target_root,target_agent,target_others,code,root_code,quad_class,goldstein,joined_issues,lat,lon,placename,statename,countryname,documentcountryname,ids,urls,sources,text,web_url,aid
234,3586688_v0.0.0,20040211,2004,02,11,IRQOCC,IRQ,,OCC,---PPL,,,PPL,190,19,4,-10.0,,33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455e0_35,---,NYT,Only two other bombings in Iraq have killed more people .,---,23971884
235,3586689_v0.0.0,20030707,2003,07,07,PSE,PSE,,,PSECRM,PSE,CRM,,100,10,3,-5.0,,,,,,,,5e42d9d9367baed0343455d8_23,---,NYT,"Palestinians , though , are demanding freedom for all Palestinian prisoners .",---,23941399
236,3586690_v0.0.0,19900215,1990,02,15,USAUAF,USA,,UAF,---COP,,COP,,020,02,0,3.0,,,,,,,,5e42d9d9367baed034345587_1,---,NYT,"Eddie Hatcher , one of two militant American Indians who in 1988 held hostages in the offices of The Robesonian , a local newspaper , agreed to plead guilty today in exchange for an 18-year state prison sentence .",---,23026481
237,3586691_v0.0.0,20000916,2000,09,16,LKAMIL,LKA,MIL,,LKAHLHREB,LKA,,HLH;REB,090,09,3,-2.0,"SUICIDE_ATTACK,1",6.93194,79.84778,Colombo,Western Province,LKA,,5e42d9d9367baed0343455ad_23,---,NYT,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Sri Lankan troops searched for evidence yesterday after an suicide bomber 's attack near a hospital in Colombo , the capital .",---,23721889
238,3586692_v0.0.0,19880502,1988,05,02,---REL,,,REL,---REL,,,REL,010,01,0,0.0,,,,,,,,5e42d9d9367baed03434557f_47,---,NYT,"Priests Slip Onto Grounds Mr. Wrobel said two priests , including the Rev. Kazimierz Jancarz , a local priest who ministers to the steelworkers and their familles , slipped onto the foundry grounds earlier in the day to say Mass for the strikers .",---,22925384
239,3586693_v0.0.0,20051027,2005,10,27,ISRGOV,ISR,GOV,,EGYGOV,EGY,GOV,,037,03,1,5.0,,31.5,34.46667,Gaza,,PSE,,5e42d9d9367baed0343455fc_32,---,NYT,"In neighboring Egypt , President Hosni Mubarak and Israel 's defense minister , Shaul Mofaz , reached an agreement in principle that would allow the reopening of the Rafah border crossing between southern Gaza and Egypt .",---,24068845
240,3586694_v0.0.0,20010720,2001,07,20,FRA,FRA,,,JPN,JPN,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
241,3586695_v0.0.0,20011230,2001,12,30,USA,USA,,,---SPY,,SPY,,050,05,1,3.5,"NAMED_TERROR_GROUP,1",39.76,-98.5,United States,,USA,,5e42d9d9367baed0343455bc_181,---,NYT,"The United States disrupted some Qaeda cells , and persuaded friendly intelligence services to arrange the arrest and transfer of Al Qaeda members without formal extradition or legal proceedings .",---,23810040
242,3586696_v0.0.0,20020620,2002,06,20,---PPL,,,PPL,ISR,ISR,,,171,17,4,-9.2,,,,,,,,5e42d9d9367baed0343455bf_2,---,NYT,A million Israeli Arabs are caught in a conflict between their country and their people .,---,23849693
243,3586697_v0.0.0,19970910,1997,09,10,PSEREBHMS,PSE,REB,HMS,---OPP,,OPP,,1053,10,3,-5.0,"NAMED_TERROR_GROUP,1",31.41667,34.33333,Gaza Strip,Gaza Strip,PSE,,5e42d9d9367baed034345598_11,---,NYT,"Abdel Aziz al-Rantisi , the most prominent leader of Hamas in the Gaza Strip , demanded the release of the detainees .",---,23547196
244,3586698_v0.0.0,20040810,2004,08,10,---PPL,,,PPL,DEU,DEU,,,171,17,4,-9.2,"ELECTION,1",51.5,10.5,Federal Republic of Germany,,DEU,,5e42d9d9367baed0343455e6_0,---,NYT,Thousands of people took to the streets in eastern German cities on Monday in a second week of protests against unpopular labor market reforms that are likely to escalate in the period leading to regional elections next month .,---,23999786
245,3586699_v0.0.0,19810207,1981,02,07,FRA,FRA,,,USAGOV,USA,GOV,,110,11,3,-2.0,,48.85341,2.3488,Paris,Ãle-de-France,FRA,,5e42d9d9367baed034345548_8,---,NYT,Trust in the Reagan Administration was expressed by the leaders of France and West Germany as they completed a two-day meeting in Paris .,---,22444089
246,3586700_v0.0.0,20021010,2002,10,10,ISRMIL,ISR,MIL,,PSECVL,PSE,CVL,,010,01,0,0.0,,31.66667,35.25,West Bank,West Bank,PSE,,5e42d9d9367baed0343455c8_0,---,NYT,The Israeli Army dismantled two uninhabited settlement outposts in the West Bank today in what defense officials said was the start of a campaign to take down more than 20 illegal encampments .,---,23873100
247,3586701_v0.0.0,20020703,2002,07,03,---JEW,,,JEW,ISREDU,ISR,EDU,,042,04,1,1.9,"SCHOOLS,1;STUDENTS,1",31.76904,35.21633,Jerusalem,Jerusalem,ISR,,5e42d9d9367baed0343455cc_35,---,NYT,"The rabbi 's daughter , for instance , attended a school in the heart of Jerusalem where students were prohibited from riding buses .",---,23882114
248,3586702_v0.0.0,20050712,2005,07,12,---GOVLAB,,GOV,LAB,IRQOCC,IRQ,,OCC,110,11,3,-2.0,,33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455f9_27,---,NYT,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Relatives of Hadi Hasan , a government worker slain Sunday , wept over his body yesterday in Baghdad .",---,24053883
249,3586703_v0.0.0,20020419,2002,04,19,IRN,IRN,,,IRN,IRN,,,074,07,2,8.5,,32.0,53.0,Islamic Republic of Iran,,IRN,,5e42d9d9367baed0343455cf_1,---,NYT,The hostages won their case by default because Iran failed to defend itself .,---,23887647
250,3586704_v0.0.0,20030430,2003,04,30,---GOV,,GOV,,---CIV,,,CIV,010,01,0,0.0,,40.6501,-73.94958,Brooklyn,New York,USA,,5e42d9d9367baed0343455da_40,---,NYT,"Marty Markowitz , the Brooklyn borough president , told the crowd , `` Our message is to the governor -- show us the money . ''",---,23949162
251,3586705_v0.0.0,19860320,1986,03,20,---MED,,MED,,---MED,,MED,,130,13,3,-4.4,,,,,,,,5e42d9d9367baed03434556a_46,---,NYT,"On days of protest , radio stations will receive calls warning them not to broadcast reports on the demonstrations , according to a station manager .",---,22745591
252,3586706_v0.0.0,20050712,2005,07,12,---GOV,,GOV,,---GOV,,GOV,,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455f9_18,---,NYT,"Defense Ministry officials declined comment , referring queries to the Interior Ministry .",---,24053883
253,3586707_v0.0.0,20020221,2002,02,21,---REB,,REB,,---CVL,,CVL,,181,18,4,-9.0,,,,,,,,5e42d9d9367baed0343455c4_32,---,NYT,The rebels forced the plane to land and kidnapped a passenger .,---,23855995
254,3586708_v0.0.0,20000909,2000,09,09,---LAB,,,LAB,---LAB,,,LAB,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455b6_4,---,NYT,"Those workers also made major strides on noneconomic issues -- their contract addresses some of the job stress gnawing at workers in the new economy by , for example , restricting mandatory overtime .",---,23764528
255,3586709_v0.0.0,20030707,2003,07,07,---GOV,,GOV,,PSEGOV,PSE,GOV,,100,10,3,-5.0,,31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455d8_13,---,NYT,"The elaborate , brightly colored paintings cover many of the city 's walls , and Mr. Sharon 's government has demanded that the Palestinian Authority act to halt incitement against Israel .",---,23941399
256,3586710_v0.0.0,19990623,1999,06,23,---COP,,COP,,---OPP,,OPP,,074,07,2,8.5,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455aa_22,---,NYT,"The regional police chief , Zeev Even-Hen , defended the use of force as commensurate with the violence of the demonstrators .",---,23689546
257,3586711_v0.0.0,19910111,1991,01,11,USA,USA,,,ISR,ISR,,,050,05,1,3.5,,39.76,-98.5,United States,,USA,,5e42d9d9367baed03434558b_3,---,NYT,"The United States had intervened to persuade the British , French and Israelis to withdraw their forces .",---,23165412
258,3586712_v0.0.0,19910117,1991,01,17,---CVL,,CVL,,---PPL,,,PPL,040,04,1,1.0,"PUBLIC_TRANSIT,1",41.66704,-72.66648,Connecticut,Connecticut,USA,,5e42d9d9367baed03434558a_7,---,NYT,"On trains to Connecticut , passengers gathered around people who had radios with headsets .",---,23140881
259,3586713_v0.0.0,19990623,1999,06,23,---LEG,,,LEG,ISRELILEG,ISR,,ELI;LEG,041,04,1,1.0,,,,,,,,5e42d9d9367baed0343455aa_26,---,NYT,"Shimon Peres , the acting Speaker of Parliament , called `` any such injury '' to a member of Parliament `` grave and irregular . ''",---,23689546
260,3586714_v0.0.0,20040506,2004,05,06,USA,USA,,,---REL,,,REL,020,02,0,3.0,,32.61603,44.02488,Karbala,,IRQ,,5e42d9d9367baed0343455df_19,---,NYT,American officials are hoping the clerics -- who on Tuesday also repeated their warnings for United States troops to stay out of Najaf and Karbala -- will persuade Mr. Sadr to stand down .,---,23971704
261,3586715_v0.0.0,19860524,1986,05,24,SYR,SYR,,,---GOV,,GOV,,046,04,1,7.0,,33.5102,36.29128,Damascus,,SYR,,5e42d9d9367baed034345570_28,---,NYT,"In January , President Mitterrand 's office held talks , through intermediaries in Damascus , with the pro-Iranian groups that were then holding four French citizens hostage in Beirut .",---,22796662
262,3586716_v0.0.0,20030707,2003,07,07,ISRGOV,ISR,GOV,,PSE,PSE,,,0842,08,2,7.0,,31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455d8_0,---,NYT,"After much debate and a close vote , Israel 's cabinet agreed today to release 300 or more Palestinian prisoners in the coming days .",---,23941399
263,3586717_v0.0.0,20041102,2004,11,02,ISR,ISR,,,---REB,,REB,,120,12,3,-4.0,"SUICIDE_ATTACK,1",31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455dc_24,---,NYT,"Israel is preventing nearly three quarters of attempted entries by would-be suicide bombers this year , he said , compared with 62 percent last year .",---,23964526
264,3586718_v0.0.0,20051026,2005,10,26,IRQOCC,IRQ,,OCC,---MIL,,MIL,,100,10,3,-5.0,,33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455fb_60,---,NYT,Iraq and Afghanistan are the first conflicts since 1973 to demand large continuous rotations of troops .,---,24068728
265,3586719_v0.0.0,19870615,1987,06,15,---EDU,,EDU,,---EDU,,EDU,,114,11,3,-2.0,"POSTSECONDARY_EDUCATION,2;STUDENTS,1",,,,,,,5e42d9d9367baed034345571_12,---,NYT,University officials have complained to many professors that the students did not show a correct political interest or commitment to their studies .,---,22809514
266,3586720_v0.0.0,19851112,1985,11,12,---COP,,COP,,---PPL,,,PPL,090,09,3,-2.0,"SECURITY_SERVICES,2",,,,,,,5e42d9d9367baed034345564_4,---,NYT,"There was no attempt by authorities to end the protest , but the police checked people as they entered the council headquarters , and large numbers of police were stationed nearby .",---,22703599
267,3586721_v0.0.0,19880502,1988,05,02,---COP,,COP,,---CVL,,CVL,,040,04,1,1.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed03434557f_39,---,NYT,"After a Mass at St. Brygyda 's Church , about 500 Solidarity supporters , mostly young people , sought to march through the city , but were met by riot policemen who detonated a loud percussion bomb and attacked them with truncheons .",---,22925384
268,3586722_v0.0.0,20050505,2005,05,05,---MUS,,,MUS,---GOV,,GOV,,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455f5_9,---,NYT,Sunnis say they are being shortchanged in the new government and fear vengeful Shiite leaders will purge government ranks of former members of Mr. Hussein 's Baath Party .,---,24044048
269,3586723_v0.0.0,20020811,2002,08,11,---PPL,,,PPL,---CVL,,CVL,,110,11,3,-2.0,,43.03222,-80.28417,East Oakland,Ontario,CAN,,5e42d9d9367baed0343455cb_7,---,NYT,"Many people in this city , especially in East Oakland , are still mourning victim No. 64 .",---,23878756
270,3586724_v0.0.0,19860928,1986,09,28,MAR,MAR,,,PSEUAF,PSE,,UAF,173,17,4,-5.0,"TERROR,1",33.58831,-7.61138,Casablanca,RÃ©gion du Grand Casablanca,MAR,,5e42d9d9367baed03434556f_0,---,NYT,"Morocco recently arrested a team of Palestinian terrorists who were preparing to bomb a synagogue in Casablanca on the Jewish New Year next weekend , according to Administration officials .",---,22779688
271,3586725_v0.0.0,20011230,2001,12,30,USAGOV,USA,GOV,,SDNMUSGOV,SDN,,MUS;GOV,100,10,3,-5.0,,16.0,30.0,Republic of the Sudan,,SDN,,5e42d9d9367baed0343455bc_91,---,NYT,"In the Middle East , American diplomats pressed the hard line Islamic regime of Sudan to expel Mr. bin Laden , even if that pushed him back into Afghanistan .",---,23810040
272,3586726_v0.0.0,19870813,1987,08,13,---OPP,,OPP,,KORCOP,KOR,COP,,190,19,4,-10.0,"VIOLENT_UNREST,1;POLITICAL_PRISONER,1",37.566,126.9784,Seoul,Seoul,KOR,,5e42d9d9367baed034345572_4,---,NYT,"There also was a resurgence of political unrest as about 1,500 protesters demanding the release of political prisoners battled with riot police in Seoul .",---,22811845
273,3586727_v0.0.0,20050712,2005,07,12,---REB,,REB,,IRQOCCMILREB,IRQ,,OCC;MIL;REB,1831,18,4,-10.0,"SUICIDE_ATTACK,2",33.80809,44.53343,KhÄliÅ,DiyÄlÃ¡,IRQ,,5e42d9d9367baed0343455f9_8,---,NYT,"On June 15 , a suicide bomber wearing an army uniform blew himself up in an Iraqi Army mess hall in Khalis , killing 26 soldiers .",---,24053883
274,3586728_v0.0.0,20010506,2001,05,06,---GOV,,GOV,,---GOV,,GOV,,021,02,0,3.4,,,,,,,,5e42d9d9367baed0343455be_21,---,NYT,"Mayor Bost reiterated that she had asked the Justice Department to review Monday 's shooting , as well as departmental policies , to determine how similar incidents can be avoided and how relations between the department and the community can be improved .",---,23828465
275,3586729_v0.0.0,19861228,1986,12,28,AFG,AFG,,,SUN,SUN,,,174,17,4,-5.0,,49.0,32.0,Ukraine,,UKR,,5e42d9d9367baed03434556d_0,---,NYT,Afghan exiles burned Soviet flags and an effigy of Mikhail S. Gorbachev in protests here today marking the seventh anniversary of the Soviet military intervention .,---,22769770
276,3586730_v0.0.0,20001014,2000,10,14,---MUS,,,MUS,IGOUNO,IGO,,UNO,141,14,4,-6.5,,,,,,,,5e42d9d9367baed0343455b4_37,---,NYT,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Thousands of Muslims marched near the United Nations yesterday , supporting Palestinians with chants , protest signs and prayers .",---,23760641
277,3586731_v0.0.0,20050713,2005,07,13,ISRGOVMED,ISR,GOV,MED,ISR,ISR,,,030,03,1,4.0,,31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455fa_2,---,NYT,But Prime Minister Ariel Sharon 's spokesman said Israel was prepared to act against those responsible if the Palestinian Authority did not .,---,24054078
278,3586732_v0.0.0,20041115,2004,11,15,---REB,,REB,,---COP,,COP,,190,19,4,-10.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455e4_47,---,NYT,Insurgents attacked several police stations .,---,23989893
279,3586733_v0.0.0,20040902,2004,09,02,---COP,,COP,,---CVL,,CVL,,010,01,0,0.0,"SUICIDE_ATTACK,1;SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455dd_34,---,NYT,Law enforcement officials on Wednesday circulated a photograph of the young Chechen woman they suspect blew herself up outside the Rizhskaya station .,---,23965618
280,3586734_v0.0.0,19880502,1988,05,02,---PPL,,,PPL,POLCOP,POL,COP,,190,19,4,-10.0,"SECURITY_SERVICES,1;LABOR_UNIONS,1",54.35205,18.64637,GdaÅsk,WojewÃ³dztwo Pomorskie,POL,,5e42d9d9367baed03434557f_1,---,NYT,"About 500 people clashed with the police in the northern city of Gdansk today , and official May Day parades in several other Polish cities were countered by demonstrators bearing banners of the banned Solidarity trade union .",---,22925384
281,3586735_v0.0.0,20050326,2005,03,26,---UAF,,,UAF,---MIL,,MIL,,190,19,4,-10.0,,30.53302,47.79747,Al BaÅrah,Muá¸©ÄfazÌ§at al BaÅrah,IRQ,,5e42d9d9367baed0343455f3_10,---,NYT,"Also in the capital , gunmen shot to death Major general Salman Muhammad , the commander of an Iraqi Army brigade based in Basra , as he drove away from a friend 's funeral , Interior Ministry officials said .",---,24037789
282,3586736_v0.0.0,19960926,1996,09,26,PSECVL,PSE,CVL,,---JEWREL,,,JEW;REL,182,18,4,-9.5,,,,,,,,5e42d9d9367baed034345593_21,---,NYT,"On Tuesday , angry Palestinian youths pelted Jewish worshipers at the Western Wall with stones , forcing a brief evacuation .",---,23498517
283,3586737_v0.0.0,20041115,2004,11,15,IRQOCCCOP,IRQ,,OCC;COP,---COP,,COP,,190,19,4,-10.0,"SECURITY_SERVICES,2",36.335,43.11889,Mosul,Muá¸©ÄfazÌ§at NÄ«nawÃ¡,IRQ,,5e42d9d9367baed0343455e4_5,---,NYT,Hundreds of policemen in Mosul fled when attackers stormed at least six police stations on Thursday .,---,23989893
284,3586738_v0.0.0,19811213,1981,12,13,---COP,,COP,,POL,POL,,,190,19,4,-10.0,"VIOLENT_UNREST,1;SCHOOLS,1",52.22977,21.01178,Warsaw,WojewÃ³dztwo Mazowieckie,POL,,5e42d9d9367baed034345545_38,---,NYT,"Then riot police , backed by the army , stormed a strikebound fire cadet academy in Warsaw , demonstrating new forcefulness , albeit without casualties .",---,22386606
285,3586739_v0.0.0,20000803,2000,08,03,ISR,ISR,,,---JEWCVL,,,JEW;CVL,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455af_34,---,NYT,"Israeli officials have said security has been tightened all across the West Bank and the Gaza Strip , especially near the 145 Jewish settlements that have been the cause of much Palestinian ire .",---,23730462
286,3586740_v0.0.0,20050111,2005,01,11,PSE,PSE,,,---CVL,,CVL,,060,06,2,6.0,"ELECTION,2",,,,,,,5e42d9d9367baed0343455ed_40,---,NYT,The Palestinian Central Elections Commission declined to give a figure for the percentage of eligible voters who cast ballots .,---,24026263
287,3586741_v0.0.0,20030707,2003,07,07,ISR,ISR,,,---GOV,,GOV,,100,10,3,-5.0,"TERROR,1",,,,,,,5e42d9d9367baed0343455d8_8,---,NYT,"Outside the prime minister 's office , Israelis who had lost family members in terror attacks held up posters of those killed and demanded that Mr. Sharon 's government keep closed the jail cells of Palestinians convicted of violence .",---,23941399
288,3586742_v0.0.0,20020325,2002,03,25,USA,USA,,,---GOV,,GOV,,060,06,2,6.0,,47.50012,-120.50147,Washington,Washington,USA,,5e42d9d9367baed0343455c3_22,---,NYT,But the intensification of Israeli-Palestinian violence and Washington 's interest in defusing the conflict so it can mobilize Arab support for a possible confrontation with Iraq have led the administration to assume a more active role .,---,23855331
289,3586743_v0.0.0,19990623,1999,06,23,---CVL,,CVL,,---GOV,,GOV,,0252,02,0,3.0,,,,,,,,5e42d9d9367baed0343455aa_40,---,NYT,Mayor Idan proposed last week that the city be severed from two of its Arab neighborhoods .,---,23689546
